list,word,cefr,status,unit
OXFORD5000,contract,b2,pendiente,
OXFORD5000,contractor,c1,pendiente,
OXFORD5000,contradiction,c1,pendiente,
OXFORD5000,contrary,c1,pendiente,
OXFORD5000,contrast,b1,pendiente,
OXFORD5000,contribute,b2,pendiente,
OXFORD5000,contribution,b2,pendiente,
OXFORD5000,contributor,c1,pendiente,
OXFORD5000,control,a2,pendiente,
OXFORD5000,controversial,b2,pendiente,
OXFORD5000,controversy,b2,pendiente,
OXFORD5000,convenience,b2,pendiente,
OXFORD5000,convenient,b1,pendiente,
OXFORD5000,convention,b2,pendiente,
OXFORD5000,conventional,b2,pendiente,
OXFORD5000,conversation,a1,pendiente,
OXFORD5000,conversion,c1,pendiente,
OXFORD5000,convert,b2,pendiente,
OXFORD5000,convey,b2,pendiente,
OXFORD5000,convict,c1,pendiente,
OXFORD5000,conviction,c1,pendiente,
OXFORD5000,convince,b1,pendiente,
OXFORD5000,convinced,b2,pendiente,
OXFORD5000,convincing,b2,pendiente,
OXFORD5000,cook,a2,pendiente,
OXFORD5000,cooker,a2,pendiente,
OXFORD5000,cooking,a1,pendiente,
OXFORD5000,cool,a1,pendiente,
OXFORD5000,cooperate,c1,pendiente,
OXFORD5000,cooperative,c1,pendiente,
OXFORD5000,coordinate,c1,pendiente,
OXFORD5000,coordination,c1,pendiente,
OXFORD5000,coordinator,c1,pendiente,
OXFORD5000,cop,c1,pendiente,
OXFORD5000,cope,b2,pendiente,
OXFORD5000,copper,c1,pendiente,
OXFORD5000,copy,a2,pendiente,
OXFORD5000,copyright,c1,pendiente,
OXFORD5000,core,b2,pendiente,
OXFORD5000,corner,a2,pendiente,
OXFORD5000,corporate,b2,pendiente,
OXFORD5000,corporation,b2,pendiente,
OXFORD5000,correct,a1,pendiente,
OXFORD5000,correction,c1,pendiente,
OXFORD5000,correctly,a2,pendiente,
OXFORD5000,correlate,c1,pendiente,
OXFORD5000,correlation,c1,pendiente,
OXFORD5000,correspond,c1,pendiente,
OXFORD5000,correspondence,c1,pendiente,
OXFORD5000,correspondent,c1,pendiente,
OXFORD5000,corresponding,c1,pendiente,
OXFORD5000,corridor,b2,pendiente,
OXFORD5000,corrupt,c1,pendiente,
OXFORD5000,corruption,c1,pendiente,
OXFORD5000,cost,a1,pendiente,
OXFORD5000,costly,c1,pendiente,
OXFORD5000,costume,b1,pendiente,
OXFORD5000,cottage,b1,pendiente,
OXFORD5000,cotton,b1,pendiente,
OXFORD5000,could,a1,pendiente,
OXFORD5000,council,b2,pendiente,
OXFORD5000,councillor,c1,pendiente,
OXFORD5000,counselling,c1,pendiente,
OXFORD5000,counsellor,c1,pendiente,
OXFORD5000,count,b1,pendiente,
OXFORD5000,counter,b2,pendiente,
OXFORD5000,counterpart,c1,pendiente,
OXFORD5000,countless,c1,pendiente,
OXFORD5000,country,a1,pendiente,
OXFORD5000,countryside,b1,pendiente,
OXFORD5000,county,b2,pendiente,
OXFORD5000,coup,c1,pendiente,
OXFORD5000,couple,a2,pendiente,
OXFORD5000,courage,b2,pendiente,
OXFORD5000,course,a1,pendiente,
OXFORD5000,court,b1,pendiente,
OXFORD5000,courtesy,c1,pendiente,
OXFORD5000,cousin,a1,hecho,1
OXFORD5000,cover,b1,pendiente,
OXFORD5000,coverage,b2,pendiente,
OXFORD5000,covered,b1,pendiente,
OXFORD5000,cow,a1,pendiente,
OXFORD5000,crack,b2,pendiente,
OXFORD5000,craft,b2,pendiente,
OXFORD5000,crash,b2,pendiente,
OXFORD5000,crawl,c1,pendiente,
OXFORD5000,crazy,a2,pendiente,
OXFORD5000,cream,b1,pendiente,
OXFORD5000,create,a1,pendiente,
OXFORD5000,creation,b2,pendiente,
OXFORD5000,creative,a2,pendiente,
OXFORD5000,creativity,b2,pendiente,
OXFORD5000,creator,c1,pendiente,
OXFORD5000,creature,b2,pendiente,
OXFORD5000,credibility,c1,pendiente,
OXFORD5000,credible,c1,pendiente,
OXFORD5000,credit,a2,pendiente,
OXFORD5000,creep,c1,pendiente,
OXFORD5000,crew,b2,pendiente,
OXFORD5000,crime,a2,pendiente,
OXFORD5000,criminal,b1,pendiente,
OXFORD5000,crisis,b2,pendiente,
OXFORD5000,criterion,b2,pendiente,
OXFORD5000,critic,b2,pendiente,
OXFORD5000,critical,b2,pendiente,
OXFORD5000,critically,b2,pendiente,
OXFORD5000,criticism,b2,pendiente,
OXFORD5000,criticize,b2,pendiente,
OXFORD5000,critique,c1,pendiente,
OXFORD5000,crop,b2,pendiente,
OXFORD5000,cross,a2,pendiente,
OXFORD5000,crowd,a2,pendiente,
OXFORD5000,crowded,a2,pendiente,
OXFORD5000,crown,c1,pendiente,
OXFORD5000,crucial,b2,pendiente,
OXFORD5000,crude,c1,pendiente,
OXFORD5000,cruel,b1,pendiente,
OXFORD5000,cruise,b2,pendiente,
OXFORD5000,crush,c1,pendiente,
OXFORD5000,cry,b2,pendiente,
OXFORD5000,crystal,c1,pendiente,
OXFORD5000,cue,b2,pendiente,
OXFORD5000,cult,c1,pendiente,
OXFORD5000,cultivate,c1,pendiente,
OXFORD5000,cultural,b1,pendiente,
OXFORD5000,culture,a1,pendiente,
OXFORD5000,cup,a1,pendiente,
OXFORD5000,cupboard,a2,pendiente,
OXFORD5000,cure,b2,pendiente,
OXFORD5000,curiosity,c1,pendiente,
OXFORD5000,curious,b2,pendiente,
OXFORD5000,curly,a2,pendiente,
OXFORD5000,currency,b1,pendiente,
OXFORD5000,current,b1,pendiente,
OXFORD5000,currently,b1,pendiente,
OXFORD5000,curriculum,b2,pendiente,
OXFORD5000,curtain,b1,pendiente,
OXFORD5000,curve,b2,pendiente,
OXFORD5000,curved,b2,pendiente,
OXFORD5000,custody,c1,pendiente,
OXFORD5000,custom,b1,pendiente,
OXFORD5000,customer,a1,pendiente,
OXFORD5000,cut,b1,pendiente,
OXFORD5000,cute,b2,pendiente,
OXFORD5000,cutting,c1,pendiente,
OXFORD5000,cycle,a2,pendiente,
OXFORD5000,cynical,c1,pendiente,
OXFORD5000,dad,a1,pendiente,
OXFORD5000,daily,a2,pendiente,
OXFORD5000,dairy,b2,pendiente,
OXFORD5000,dam,c1,pendiente,
OXFORD5000,damage,b1,pendiente,
OXFORD5000,damaging,c1,pendiente,
OXFORD5000,dance,a1,pendiente,
OXFORD5000,dancer,a1,pendiente,
OXFORD5000,dancing,a1,pendiente,
OXFORD5000,danger,a2,pendiente,
OXFORD5000,dangerous,a1,pendiente,
OXFORD5000,dare,b2,pendiente,
OXFORD5000,dark,a1,pendiente,
OXFORD5000,darkness,b2,pendiente,
OXFORD5000,data,a2,pendiente,
OXFORD5000,database,b2,pendiente,
OXFORD5000,date,a1,pendiente,
OXFORD5000,daughter,a1,hecho,1
OXFORD5000,dawn,c1,pendiente,
OXFORD5000,day,a1,pendiente,
OXFORD5000,dead,a2,pendiente,
OXFORD5000,deadline,b2,pendiente,
OXFORD5000,deadly,b2,pendiente,
OXFORD5000,deal,b1,pendiente,
OXFORD5000,dealer,b2,pendiente,
OXFORD5000,dear,a1,pendiente,
OXFORD5000,death,a2,pendiente,
OXFORD5000,debate,b2,pendiente,
OXFORD5000,debris,c1,pendiente,
OXFORD5000,debt,b2,pendiente,
OXFORD5000,debut,c1,pendiente,
OXFORD5000,decade,b1,pendiente,
OXFORD5000,december,a1,pendiente,
OXFORD5000,decent,b2,pendiente,
OXFORD5000,decide,a1,pendiente,
OXFORD5000,decision,a2,pendiente,
OXFORD5000,decision-making,c1,pendiente,
OXFORD5000,decisive,c1,pendiente,
OXFORD5000,deck,b2,pendiente,
OXFORD5000,declaration,c1,pendiente,
OXFORD5000,declare,b2,pendiente,
OXFORD5000,decline,b2,pendiente,
OXFORD5000,decorate,b1,pendiente,
OXFORD5000,decoration,b2,pendiente,
OXFORD5000,decrease,b2,pendiente,
OXFORD5000,dedicated,c1,pendiente,
OXFORD5000,dedication,c1,pendiente,
OXFORD5000,deed,c1,pendiente,
OXFORD5000,deem,c1,pendiente,
OXFORD5000,deep,a2,pendiente,
OXFORD5000,deeply,b2,pendiente,
OXFORD5000,default,c1,pendiente,
OXFORD5000,defeat,b2,pendiente,
OXFORD5000,defect,c1,pendiente,
OXFORD5000,defence,b2,pendiente,
OXFORD5000,defend,b2,pendiente,
OXFORD5000,defender,b2,pendiente,
OXFORD5000,defensive,c1,pendiente,
OXFORD5000,deficiency,c1,pendiente,
OXFORD5000,deficit,c1,pendiente,
OXFORD5000,define,b1,pendiente,
OXFORD5000,definite,b1,pendiente,
OXFORD5000,definitely,a2,pendiente,
OXFORD5000,definition,b1,pendiente,
OXFORD5000,defy,c1,pendiente,
OXFORD5000,degree,a2,pendiente,
OXFORD5000,delay,b2,pendiente,
OXFORD5000,delegate,c1,pendiente,
OXFORD5000,delegation,c1,pendiente,
OXFORD5000,delete,b2,pendiente,
OXFORD5000,deliberate,b2,pendiente,
OXFORD5000,deliberately,b2,pendiente,
OXFORD5000,delicate,c1,pendiente,
OXFORD5000,delicious,a1,pendiente,
OXFORD5000,delight,b2,pendiente,
OXFORD5000,delighted,b2,pendiente,
OXFORD5000,deliver,b1,pendiente,
OXFORD5000,delivery,b2,pendiente,
OXFORD5000,demand,b2,pendiente,
OXFORD5000,democracy,b2,pendiente,
OXFORD5000,democratic,b2,pendiente,
OXFORD5000,demon,c1,pendiente,
OXFORD5000,demonstrate,b2,pendiente,
OXFORD5000,demonstration,b2,pendiente,
OXFORD5000,denial,c1,pendiente,
OXFORD5000,denounce,c1,pendiente,
OXFORD5000,dense,c1,pendiente,
OXFORD5000,density,c1,pendiente,
OXFORD5000,dentist,a2,pendiente,
OXFORD5000,deny,b2,pendiente,
OXFORD5000,depart,b2,pendiente,
OXFORD5000,department,a2,pendiente,
OXFORD5000,departure,b1,pendiente,
OXFORD5000,depend,a2,pendiente,
OXFORD5000,dependence,c1,pendiente,
OXFORD5000,dependent,b2,pendiente,
OXFORD5000,depict,c1,pendiente,
OXFORD5000,deploy,c1,pendiente,
OXFORD5000,deployment,c1,pendiente,
OXFORD5000,deposit,b2,pendiente,
OXFORD5000,depressed,b2,pendiente,
OXFORD5000,depressing,b2,pendiente,
OXFORD5000,depression,b2,pendiente,
OXFORD5000,deprive,c1,pendiente,
OXFORD5000,depth,b2,pendiente,
OXFORD5000,deputy,c1,pendiente,
OXFORD5000,derive,b2,pendiente,
OXFORD5000,descend,c1,pendiente,
OXFORD5000,descent,c1,pendiente,
OXFORD5000,describe,a1,pendiente,
OXFORD5000,description,a1,pendiente,
OXFORD5000,desert,a2,pendiente,
OXFORD5000,deserve,b2,pendiente,
OXFORD5000,design,a1,pendiente,
OXFORD5000,designate,c1,pendiente,
OXFORD5000,designer,a2,pendiente,
OXFORD5000,desirable,c1,pendiente,
OXFORD5000,desire,b2,pendiente,
OXFORD5000,desk,a1,pendiente,
OXFORD5000,desktop,c1,pendiente,
OXFORD5000,desperate,b2,pendiente,
OXFORD5000,desperately,b2,pendiente,
OXFORD5000,despite,b1,pendiente,
OXFORD5000,destination,b1,pendiente,
OXFORD5000,destroy,a2,pendiente,
OXFORD5000,destruction,b2,pendiente,
OXFORD5000,destructive,c1,pendiente,
OXFORD5000,detail,a1,pendiente,
OXFORD5000,detailed,b2,pendiente,
OXFORD5000,detain,c1,pendiente,
OXFORD5000,detect,b2,pendiente,
OXFORD5000,detection,c1,pendiente,
OXFORD5000,detective,a2,pendiente,
OXFORD5000,detention,c1,pendiente,
OXFORD5000,deteriorate,c1,pendiente,
OXFORD5000,determination,b2,pendiente,
OXFORD5000,determine,b1,pendiente,
OXFORD5000,determined,b1,pendiente,
OXFORD5000,devastate,c1,pendiente,
OXFORD5000,develop,a2,pendiente,
OXFORD5000,development,b1,pendiente,
OXFORD5000,device,a2,pendiente,
OXFORD5000,devil,c1,pendiente,
OXFORD5000,devise,c1,pendiente,
OXFORD5000,devote,b2,pendiente,
OXFORD5000,diagnose,c1,pendiente,
OXFORD5000,diagnosis,c1,pendiente,
OXFORD5000,diagram,b1,pendiente,
OXFORD5000,dialogue,a1,pendiente,
OXFORD5000,diamond,b1,pendiente,
OXFORD5000,diary,a2,pendiente,
OXFORD5000,dictate,c1,pendiente,
OXFORD5000,dictator,c1,pendiente,
OXFORD5000,dictionary,a1,pendiente,
OXFORD5000,die,a1,pendiente,
OXFORD5000,diet,a1,pendiente,
OXFORD5000,differ,b2,pendiente,
OXFORD5000,difference,a1,pendiente,
OXFORD5000,different,a1,hecho,1
OXFORD5000,differentiate,c1,pendiente,
OXFORD5000,differently,a2,pendiente,
OXFORD5000,difficult,a1,hecho,1
OXFORD5000,difficulty,b1,pendiente,
OXFORD5000,dig,b2,pendiente,
OXFORD5000,digital,a2,pendiente,
OXFORD5000,dignity,c1,pendiente,
OXFORD5000,dilemma,c1,pendiente,
OXFORD5000,dimension,c1,pendiente,
OXFORD5000,diminish,c1,pendiente,
OXFORD5000,dinner,a1,pendiente,
OXFORD5000,dip,c1,pendiente,
OXFORD5000,diplomat,c1,pendiente,
OXFORD5000,diplomatic,c1,pendiente,
OXFORD5000,direct,a2,pendiente,
OXFORD5000,direction,a2,pendiente,
OXFORD5000,directly,b1,pendiente,
OXFORD5000,director,a2,pendiente,
OXFORD5000,directory,c1,pendiente,
OXFORD5000,dirt,b1,pendiente,
OXFORD5000,dirty,a1,pendiente,
OXFORD5000,disability,b2,pendiente,
OXFORD5000,disabled,b2,pendiente,
OXFORD5000,disadvantage,b1,pendiente,
OXFORD5000,disagree,a2,pendiente,
OXFORD5000,disagreement,b2,pendiente,
OXFORD5000,disappear,a2,pendiente,
OXFORD5000,disappoint,b2,pendiente,
OXFORD5000,disappointed,b1,pendiente,
OXFORD5000,disappointing,b1,pendiente,
OXFORD5000,disappointment,b2,pendiente,
OXFORD5000,disaster,a2,pendiente,
OXFORD5000,disastrous,c1,pendiente,
OXFORD5000,disc,b2,pendiente,
OXFORD5000,discard,c1,pendiente,
OXFORD5000,discharge,c1,pendiente,
OXFORD5000,discipline,b2,pendiente,
OXFORD5000,disclose,c1,pendiente,
OXFORD5000,disclosure,c1,pendiente,
OXFORD5000,discount,b1,pendiente,
OXFORD5000,discourage,b2,pendiente,
OXFORD5000,discourse,c1,pendiente,
OXFORD5000,discover,a2,pendiente,
OXFORD5000,discovery,a2,pendiente,
OXFORD5000,discretion,c1,pendiente,
OXFORD5000,discrimination,c1,pendiente,
OXFORD5000,discuss,a1,pendiente,
OXFORD5000,discussion,a2,pendiente,
OXFORD5000,disease,a2,pendiente,
OXFORD5000,dish,a1,pendiente,
OXFORD5000,dishonest,b2,pendiente,
OXFORD5000,disk,b2,pendiente,
OXFORD5000,dislike,b1,pendiente,
OXFORD5000,dismiss,b2,pendiente,
OXFORD5000,dismissal,c1,pendiente,
OXFORD5000,disorder,b2,pendiente,
OXFORD5000,displace,c1,pendiente,
OXFORD5000,display,b2,pendiente,
OXFORD5000,disposal,c1,pendiente,
OXFORD5000,dispose,c1,pendiente,
OXFORD5000,dispute,c1,pendiente,
OXFORD5000,disrupt,c1,pendiente,
OXFORD5000,disruption,c1,pendiente,
OXFORD5000,dissolve,c1,pendiente,
OXFORD5000,distance,a2,pendiente,
OXFORD5000,distant,b2,pendiente,
OXFORD5000,distinct,b2,pendiente,
OXFORD5000,distinction,c1,pendiente,
OXFORD5000,distinctive,c1,pendiente,
OXFORD5000,distinguish,b2,pendiente,
OXFORD5000,distort,c1,pendiente,
OXFORD5000,distract,b2,pendiente,
OXFORD5000,distress,c1,pendiente,
OXFORD5000,distribute,b2,pendiente,
OXFORD5000,distribution,b2,pendiente,
OXFORD5000,district,b2,pendiente,
OXFORD5000,disturb,b2,pendiente,
OXFORD5000,disturbing,c1,pendiente,
OXFORD5000,dive,b2,pendiente,
OXFORD5000,diverse,b2,pendiente,
OXFORD5000,diversity,b2,pendiente,
OXFORD5000,divert,c1,pendiente,
OXFORD5000,divide,b2,pendiente,
OXFORD5000,divine,c1,pendiente,
OXFORD5000,division,b2,pendiente,
OXFORD5000,divorce,b2,pendiente,
OXFORD5000,divorced,a2,pendiente,
OXFORD5000,do,a1,hecho,1
OXFORD5000,doctor,a1,pendiente,
OXFORD5000,doctrine,c1,pendiente,
OXFORD5000,document,a2,pendiente,
OXFORD5000,documentary,b1,pendiente,
OXFORD5000,documentation,c1,pendiente,
OXFORD5000,dog,a1,pendiente,
OXFORD5000,dollar,a1,pendiente,
OXFORD5000,domain,c1,pendiente,
OXFORD5000,domestic,b2,pendiente,
OXFORD5000,dominance,c1,pendiente,
OXFORD5000,dominant,b2,pendiente,
OXFORD5000,dominate,b2,pendiente,
OXFORD5000,donate,b1,pendiente,
OXFORD5000,donation,b2,pendiente,
OXFORD5000,donor,c1,pendiente,
OXFORD5000,door,a1,pendiente,
OXFORD5000,dose,c1,pendiente,
OXFORD5000,dot,b2,pendiente,
OXFORD5000,double,a2,pendiente,
OXFORD5000,doubt,b1,pendiente,
OXFORD5000,down,a1,pendiente,
OXFORD5000,download,a2,pendiente,
OXFORD5000,downstairs,a2,pendiente,
OXFORD5000,downtown,b2,pendiente,
OXFORD5000,downwards,b2,pendiente,
OXFORD5000,dozen,b2,pendiente,
OXFORD5000,draft,b2,pendiente,
OXFORD5000,drag,b2,pendiente,
OXFORD5000,drain,c1,pendiente,
OXFORD5000,drama,a2,pendiente,
OXFORD5000,dramatic,b2,pendiente,
OXFORD5000,dramatically,b2,pendiente,
OXFORD5000,draw,a1,pendiente,
OXFORD5000,drawing,a2,pendiente,
OXFORD5000,dream,a2,pendiente,
OXFORD5000,dress,a1,pendiente,
OXFORD5000,dressed,b1,pendiente,
OXFORD5000,drift,c1,pendiente,
OXFORD5000,drink,a1,pendiente,
OXFORD5000,drive,a2,pendiente,
OXFORD5000,driver,a1,pendiente,
OXFORD5000,driving,c1,pendiente,
OXFORD5000,drop,b1,pendiente,
OXFORD5000,drought,b2,pendiente,
OXFORD5000,drown,c1,pendiente,
OXFORD5000,drug,a2,pendiente,
OXFORD5000,drum,b1,pendiente,
OXFORD5000,drunk,b1,pendiente,
OXFORD5000,dry,a2,pendiente,
OXFORD5000,dual,c1,pendiente,
OXFORD5000,dub,c1,pendiente,
OXFORD5000,due,b1,pendiente,
OXFORD5000,dull,b2,pendiente,
OXFORD5000,dumb,c1,pendiente,
OXFORD5000,dump,b2,pendiente,
OXFORD5000,duo,c1,pendiente,
OXFORD5000,duration,b2,pendiente,
OXFORD5000,during,a1,pendiente,
OXFORD5000,dust,b1,pendiente,
OXFORD5000,duty,b1,pendiente,
OXFORD5000,dvd,a1,pendiente,
OXFORD5000,dynamic,b2,pendiente,
OXFORD5000,each,a1,pendiente,
OXFORD5000,eager,c1,pendiente,
OXFORD5000,ear,a1,pendiente,
OXFORD5000,early,a1,pendiente,
OXFORD5000,earn,a2,pendiente,
OXFORD5000,earnings,c1,pendiente,
OXFORD5000,earth,a2,pendiente,
OXFORD5000,earthquake,b1,pendiente,
OXFORD5000,ease,c1,pendiente,
OXFORD5000,easily,a2,pendiente,
OXFORD5000,east,a1,pendiente,
OXFORD5000,eastern,b1,pendiente,
OXFORD5000,easy,a1,hecho,1
OXFORD5000,eat,a1,pendiente,
OXFORD5000,echo,c1,pendiente,
OXFORD5000,ecological,c1,pendiente,
OXFORD5000,economic,b1,pendiente,
OXFORD5000,economics,b2,pendiente,
OXFORD5000,economist,b2,pendiente,
OXFORD5000,economy,b1,pendiente,
OXFORD5000,edge,b1,pendiente,
OXFORD5000,edit,b2,pendiente,
OXFORD5000,edition,b2,pendiente,
OXFORD5000,editor,b1,pendiente,
OXFORD5000,editorial,b2,pendiente,
OXFORD5000,educate,b1,pendiente,
OXFORD5000,educated,b1,pendiente,
OXFORD5000,education,a2,pendiente,
OXFORD5000,educational,b1,pendiente,
OXFORD5000,educator,c1,pendiente,
OXFORD5000,effect,a2,pendiente,
OXFORD5000,effective,b1,pendiente,
OXFORD5000,effectively,b1,pendiente,
OXFORD5000,effectiveness,c1,pendiente,
OXFORD5000,efficiency,c1,pendiente,
OXFORD5000,efficient,b2,pendiente,
OXFORD5000,efficiently,b2,pendiente,
OXFORD5000,effort,b1,pendiente,
OXFORD5000,egg,a1,pendiente,
OXFORD5000,ego,c1,pendiente,
OXFORD5000,eight,a1,pendiente,
OXFORD5000,eighteen,a1,pendiente,
OXFORD5000,eighty,a1,pendiente,
OXFORD5000,either,a2,pendiente,
OXFORD5000,elaborate,c1,pendiente,
OXFORD5000,elbow,b2,pendiente,
OXFORD5000,elderly,b2,pendiente,
OXFORD5000,elect,b2,pendiente,
OXFORD5000,election,b1,pendiente,
OXFORD5000,electoral,c1,pendiente,
OXFORD5000,electric,a2,pendiente,
OXFORD5000,electrical,a2,pendiente,
OXFORD5000,electricity,a2,pendiente,
OXFORD5000,electronic,a2,pendiente,
OXFORD5000,electronics,b2,pendiente,
OXFORD5000,elegant,b2,pendiente,
OXFORD5000,element,b1,pendiente,
OXFORD5000,elementary,b2,pendiente,
OXFORD5000,elephant,a1,pendiente,
OXFORD5000,elevate,c1,pendiente,
OXFORD5000,eleven,a1,pendiente,
OXFORD5000,eligible,c1,pendiente,
OXFORD5000,eliminate,b2,pendiente,
OXFORD5000,elite,c1,pendiente,
OXFORD5000,else,a1,pendiente,
OXFORD5000,elsewhere,b2,pendiente,
OXFORD5000,email,a1,pendiente,
OXFORD5000,embark,c1,pendiente,
OXFORD5000,embarrassed,b1,pendiente,
OXFORD5000,embarrassing,b1,pendiente,
OXFORD5000,embarrassment,c1,pendiente,
OXFORD5000,embassy,c1,pendiente,
OXFORD5000,embed,c1,pendiente,
OXFORD5000,embody,c1,pendiente,
OXFORD5000,embrace,b2,pendiente,
OXFORD5000,emerge,b2,pendiente,
OXFORD5000,emergence,c1,pendiente,
OXFORD5000,emergency,b1,pendiente,
OXFORD5000,emission,b2,pendiente,
OXFORD5000,emotion,b1,pendiente,
OXFORD5000,emotional,b2,pendiente,
OXFORD5000,emotionally,b2,pendiente,
OXFORD5000,emphasis,b2,pendiente,
OXFORD5000,emphasize,b2,pendiente,
OXFORD5000,empire,b2,pendiente,
OXFORD5000,empirical,c1,pendiente,
OXFORD5000,employ,a2,pendiente,
OXFORD5000,employee,a2,pendiente,
OXFORD5000,employer,a2,pendiente,
OXFORD5000,employment,b1,pendiente,
OXFORD5000,empower,c1,pendiente,
OXFORD5000,empty,a2,pendiente,
OXFORD5000,enable,b2,pendiente,
OXFORD5000,enact,c1,pendiente,
OXFORD5000,encompass,c1,pendiente,
OXFORD5000,encounter,b2,pendiente,
OXFORD5000,encourage,b1,pendiente,
OXFORD5000,encouragement,c1,pendiente,
OXFORD5000,encouraging,c1,pendiente,
OXFORD5000,end,a1,pendiente,
OXFORD5000,endeavour,c1,pendiente,
OXFORD5000,ending,a2,pendiente,
OXFORD5000,endless,c1,pendiente,
OXFORD5000,endorse,c1,pendiente,
OXFORD5000,endorsement,c1,pendiente,
OXFORD5000,endure,c1,pendiente,
OXFORD5000,enemy,b1,pendiente,
OXFORD5000,energy,a2,pendiente,
OXFORD5000,enforce,c1,pendiente,
OXFORD5000,enforcement,c1,pendiente,
OXFORD5000,engage,b2,pendiente,
OXFORD5000,engaged,b1,pendiente,
OXFORD5000,engagement,c1,pendiente,
OXFORD5000,engaging,c1,pendiente,
OXFORD5000,engine,a2,pendiente,
OXFORD5000,engineer,a2,pendiente,
OXFORD5000,engineering,b1,pendiente,
OXFORD5000,enhance,b2,pendiente,
OXFORD5000,enjoy,a1,pendiente,
OXFORD5000,enjoyable,b2,pendiente,
OXFORD5000,enormous,a2,pendiente,
OXFORD5000,enough,a1,pendiente,
OXFORD5000,enquire,c1,pendiente,
OXFORD5000,enquiry,b2,pendiente,
OXFORD5000,enrich,c1,pendiente,
OXFORD5000,enrol,c1,pendiente,
OXFORD5000,ensue,c1,pendiente,
OXFORD5000,ensure,b2,pendiente,
OXFORD5000,enter,a2,pendiente,
OXFORD5000,enterprise,c1,pendiente,
OXFORD5000,entertain,b1,pendiente,
OXFORD5000,entertaining,b2,pendiente,
OXFORD5000,entertainment,b1,pendiente,
OXFORD5000,enthusiasm,b2,pendiente,
OXFORD5000,enthusiast,c1,pendiente,
OXFORD5000,enthusiastic,b2,pendiente,
OXFORD5000,entire,b2,pendiente,
OXFORD5000,entirely,b2,pendiente,
OXFORD5000,entitle,c1,pendiente,
OXFORD5000,entity,c1,pendiente,
OXFORD5000,entrance,b1,pendiente,
OXFORD5000,entrepreneur,b2,pendiente,
OXFORD5000,entry,b1,pendiente,
OXFORD5000,envelope,b2,pendiente,
OXFORD5000,environment,a2,pendiente,
OXFORD5000,environmental,b1,pendiente,
OXFORD5000,epidemic,c1,pendiente,
OXFORD5000,episode,b1,pendiente,
OXFORD5000,equal,b1,pendiente,
OXFORD5000,equality,c1,pendiente,
OXFORD5000,equally,b1,pendiente,
OXFORD5000,equation,c1,pendiente,
OXFORD5000,equip,b2,pendiente,
OXFORD5000,equipment,a2,pendiente,
OXFORD5000,equivalent,b2,pendiente,
OXFORD5000,era,b2,pendiente,
OXFORD5000,erect,c1,pendiente,
OXFORD5000,error,a2,pendiente,
OXFORD5000,erupt,b2,pendiente,
OXFORD5000,escalate,c1,pendiente,
OXFORD5000,escape,b1,pendiente,
OXFORD5000,especially,a2,pendiente,
OXFORD5000,essay,a2,pendiente,
OXFORD5000,essence,c1,pendiente,
OXFORD5000,essential,b1,pendiente,
OXFORD5000,essentially,b2,pendiente,
OXFORD5000,establish,b2,pendiente,
OXFORD5000,establishment,c1,pendiente,
OXFORD5000,estate,b2,pendiente,
OXFORD5000,estimate,b2,pendiente,
OXFORD5000,eternal,c1,pendiente,
OXFORD5000,ethic,b2,pendiente,
OXFORD5000,ethical,b2,pendiente,
OXFORD5000,ethnic,b2,pendiente,
OXFORD5000,euro,a1,pendiente,
OXFORD5000,evacuate,c1,pendiente,
OXFORD5000,evaluate,b2,pendiente,
OXFORD5000,evaluation,b2,pendiente,
OXFORD5000,even,b2,pendiente,
OXFORD5000,evening,a1,pendiente,
OXFORD5000,event,a1,pendiente,
OXFORD5000,eventually,b1,pendiente,
OXFORD5000,ever,a1,pendiente,
OXFORD5000,every,a1,pendiente,
OXFORD5000,everybody,a1,pendiente,
OXFORD5000,everyday,a2,pendiente,
OXFORD5000,everyone,a1,pendiente,
OXFORD5000,everything,a1,pendiente,
OXFORD5000,everywhere,a2,pendiente,
OXFORD5000,evidence,a2,pendiente,
OXFORD5000,evident,b2,pendiente,
OXFORD5000,evil,b2,pendiente,
OXFORD5000,evoke,c1,pendiente,
OXFORD5000,evolution,b2,pendiente,
OXFORD5000,evolutionary,c1,pendiente,
OXFORD5000,evolve,b2,pendiente,
OXFORD5000,exact,a2,pendiente,
OXFORD5000,exactly,a2,pendiente,
OXFORD5000,exaggerate,c1,pendiente,
OXFORD5000,exam,a1,pendiente,
OXFORD5000,examination,b2,pendiente,
OXFORD5000,examine,b1,pendiente,
OXFORD5000,example,a1,pendiente,
OXFORD5000,exceed,b2,pendiente,
OXFORD5000,excellence,c1,pendiente,
OXFORD5000,excellent,a2,pendiente,
OXFORD5000,except,b1,pendiente,
OXFORD5000,exception,b2,pendiente,
OXFORD5000,exceptional,c1,pendiente,
OXFORD5000,excess,c1,pendiente,
OXFORD5000,excessive,b2,pendiente,
OXFORD5000,exchange,b1,pendiente,
OXFORD5000,excited,a1,pendiente,
OXFORD5000,excitement,b1,pendiente,
OXFORD5000,exciting,a1,pendiente,
OXFORD5000,exclude,b2,pendiente,
OXFORD5000,exclusion,c1,pendiente,
OXFORD5000,exclusive,c1,pendiente,
OXFORD5000,exclusively,c1,pendiente,
OXFORD5000,excuse,b2,pendiente,
OXFORD5000,execute,c1,pendiente,
OXFORD5000,execution,c1,pendiente,
OXFORD5000,executive,b2,pendiente,
