# CEFR-J / English Profile (dataset Maximax67, derivado de CEFR-J + frecuencia).
# Solo palabra+nivel (dato factual). Tapa huecos de banda y extiende escala.
# Oxford 5000 tiene precedencia en el rastreador; esto rellena lo que Oxford no trae.
word,cefr
one,a1
oneself,b1
onion,a2
online,a2
only,a1
onstage,b1
onto,b1
open,a1
opening,b1
openly,b2
opera,a1
operate,a2
operation,b1
operator,b2
opinion,a2
opponent,b2
opportunity,a2
oppose,a2
opposite,a2
opposition,b1
oppress,b1
oppression,b1
optimism,b2
optimist,b2
optimistic,b2
option,b1
optional,b2
or,a1
oral,b1
orange,a1
orator,b2
orbit,b1
orchestra,b1
orchestral,b2
orchid,b2
order,a1
orderly,b1
ordinary,b1
organ,b1
organic,b1
organisation,b1
organise,a2
organised,a2
organiser,b2
organism,b1
organization,b1
organize,a2
organized,a2
organizer,b2
origin,b1
original,a2
originality,b2
originally,b2
originate,b2
ornament,b2
orphan,a2
other,a1
otherwise,b1
ounce,b2
our,a1
ours,a1
ourselves,a2
out,a1
out-of-date,b1
outback,b2
outbreak,b2
outcome,b2
outdistance,b2
outdo,b2
outdoor,b1
outdoors,b1
outer,b1
outfit,b2
outgrow,b2
outing,b2
outlaw,b1
outlet,b2
outline,b1
outlive,b2
outlook,b2
outpatient,b2
output,b2
outrage,b2
outrageous,b2
outshine,b2
outside,a1
outsider,b2
outskirts,b2
outstanding,b1
outward,b1
outwardly,b2
outweigh,b1
oval,b2
oven,a2
over,a1
overall,b2
overboard,b2
overbook,b2
overcoat,b2
overcome,b1
overemphasise,b2
overemphasize,b2
overestimate,b2
overhear,b2
overjoyed,b1
overlap,b2
overlook,b2
overly,b2
overnight,b1
overseas,a2
overshadow,b2
oversize,b2
overstep,b2
overtake,b2
overthrow,b2
overtime,b2
overturn,b2
overweight,a2
overwhelm,b1
overwhelming,b1
overwork,b1
ow,b2
owe,b1
owing,b1
owl,b2
own,a1
owner,a1
ox,b2
oxygen,b1
ozone,b2
pa,b2
pace,b1
pacific,a2
pack,a2
package,b1
packed,b2
packet,b2
packing,b1
pad,b2
paddle,b1
page,a1
paid,b1
pain,b1
painful,b1
paint,a1
paintbrush,b2
painter,a2
painting,a1
pair,a1
pajamas,b2
pal,a2
palace,a1
pale,b1
pallet,b2
palm,b1
pan,a2
pancake,b2
pandemic,b2
panel,b2
panic,a2
pants,a1
papaya,b2
paper,a1
paperless,b2
paperwork,b2
parachute,b1
parade,b2
paradise,b1
paradox,b2
paragraph,a1
paralyse,b1
paralysis,b2
paralyze,b1
paramedic,b2
paratrooper,b2
parcel,b1
pardon,a1
parent,a1
parental,b1
park,a1
parking,b1
parliament,b2
parrot,b1
part,a2
part-time,b1
partial,b1
participant,b1
participate,b1
participation,b2
participle,b1
particle,b2
particular,b2
particularly,b1
partisan,b2
partly,a2
partner,a1
partnership,b2
party,a1
pass,a2
passage,a2
passenger,a2
passion,b1
passionate,b2
passionately,b2
passive,b1
passport,b1
password,b1
past,a1
pasta,a2
pastor,b2
pastoral,b2
patch,b2
path,a2
patience,b1
patient,a2
patiently,b2
patriot,b2
patriotic,b2
patriotism,b2
patrol,b1
patron,b2
pattern,b1
pause,b1
pave,b2
pavement,b2
paw,b2
pawnbroker,b2
pawnshop,b2
pay,a1
payment,b2
pc,a2
pea,a2
peace,a1
peaceful,a2
peacefully,b2
peach,b2
peak,b2
peanut,b1
pear,a2
pearl,b2
pebble,b2
peculiar,b1
pedal,b2
pedantic,b2
pedestrian,b2
pee,b2
peel,b2
peep,b2
peer,b2
peg,b2
pen,a1
penalise,b2
penalize,b2
penalty,b2
pence,a2
pencil,a1
penetrate,b2
penfriend,a2
penguin,b2
penicillin,b2
penniless,b1
penny,b1
pension,b2
pentagon,b2
people,a1
pepper,a2
per,b1
perceive,b2
percent,b1
percentage,b2
perception,b2
perfect,a2
perfectly,a2
perform,a2
performance,a2
performer,b1
perfume,a2
perhaps,a2
period,a1
permanence,b2
permanent,b1
permanently,b1
permeate,b2
permission,a2
permit,b1
perseverance,b2
persist,b2
persistence,b2
persistent,b2
person,a1
personal,a1
personality,a2
personally,b1
personification,b2
personify,b2
personnel,b2
perspective,b2
perspiration,b2
persuade,b1
persuasion,b2
persuasive,b1
pessimist,b2
pessimistic,b2
pet,a1
petrified,b2
petrol,a2
petty,b2
ph,b2
phantom,b1
pharmacist,b2
pharmacy,b1
phase,b2
phenix,b1
phenomenon,b1
philosopher,b1
philosophical,b2
philosophy,b1
phoenix,b1
phone,a1
photo,a1
photocopy,b1
photograph,a2
photographer,a2
photography,a2
phrase,b1
physical,a2
physically,a2
physician,b2
physics,b1
pi,b2
piano,a1
pick,a1
pickle,b2
picky,b2
picnic,a1
picture,a1
picturesque,b2
pie,b1
piece,a1
piety,b1
pig,a1
pile,a2
pilgrim,a2
pill,a2
pillow,b1
pillowcase,b2
pilot,a2
pin,b1
pine,b2
pineapple,b1
pink,a1
pint,b2
pipe,b1
piracy,b2
pirate,b2
pit,b1
pitch,b2
pity,a2
pizza,a1
place,a1
plague,b2
plain,b1
plan,a1
plane,a1
planet,a2
planning,b2
plant,a2
plastic,a2
plate,a2
platform,b1
play,a1
player,a1
playful,a2
playground,a2
playmate,b2
playwright,b2
plead,b2
pleasant,a2
pleasantly,b1
please,a1
pleased,a2
pleasing,a2
pleasure,a1
plenty,a2
plot,b2
pluck,b2
plug,b1
plum,b2
plumber,b2
plural,a2
plus,a2
pm,a1
pneumonia,b2
pocket,a1
poem,a1
poet,b1
poetry,b1
point,a1
pointless,b2
poison,b1
poisonous,b1
pole,b1
police,a2
policeman,a2
policewoman,a2
policy,b1
polio,b2
polish,b2
polite,a2
politely,b1
politeness,b2
political,a2
politically,b2
politician,b1
politics,b1
polity,b2
pollutant,b1
pollute,a2
pollution,a1
polo,b2
pond,b1
ponder,b2
pool,a1
poor,a1
pop,a1
popcorn,b1
popular,a2
popularise,b2
popularity,b2
popularize,b2
population,a2
porch,b2
pork,b1
port,b1
portion,b2
portrait,a2
pose,b2
posh,b2
position,a2
positive,b1
positively,b1
possess,b1
possessed,b2
possession,b1
possessive,b1
possibility,b1
possible,a2
possibly,a2
post,a1
postal,b2
postcard,b1
poster,a1
postman,b1
postpone,b2
pot,b1
potato,a1
potent,b2
potential,b1
potentially,b2
pottery,b1
pound,b1
pour,a2
poverty,b1
powder,b1
power,a2
powerful,a2
powerfully,b2
practical,b1
practicality,b2
practically,b2
practice,a1
practise,a1
praise,b1
prance,b2
prawn,b2
pray,a1
prayer,b1
precede,b2
precious,b1
precise,a2
precisely,b2
predicament,b2
predicate,b2
predicative,b2
predict,a2
predictable,b2
prediction,a2
predictive,b2
predictor,b2
prefect,b2
prefer,a2
preferable,b2
preferably,b2
preference,b1
prefix,b1
pregnant,b1
prehistoric,b2
prehuman,b2
preindustrial,b2
prejudge,b2
prejudice,b1
preliminary,b2
preoccupy,b2
preparation,b1
prepare,a2
prepared,b1
preposition,b1
preschool,b1
prescribe,b2
prescription,b1
presence,b1
present,a1
presentation,b1
presenter,b2
preservation,b1
preserve,b1
presidency,b2
president,b1
presidential,b2
press,b1
pressure,a2
prestige,b2
prestigious,b2
presumably,b2
pretend,a2
pretty,a1
prevail,b2
prevent,a2
prevention,b2
preventive,b2
previous,b1
previously,b2
price,a1
priceless,b2
prick,b2
pride,a2
priest,b1
primarily,b1
primary,b2
prime,b2
primitive,b1
prince,a1
princess,a1
principal,a2
principle,b1
print,a2
printer,a2
prior,b2
priority,b2
prison,b1
prisoner,b1
privacy,b1
private,a2
privately,b2
privilege,b2
prize,b1
pro,a2
probability,b1
probable,b2
probably,a2
probe,b2
problem,a1
procedure,b2
proceed,b1
process,b1
proclaim,b1
procrastination,b1
produce,a2
producer,b1
product,a2
production,a2
productive,b1
profession,b1
professional,a2
professor,b1
profile,b2
profit,b2
profitable,b2
program,a1
programer,b2
programing,b2
programme,a1
programmer,b2
programming,b2
progress,b1
progressive,a2
prohibit,b2
prohibition,b1
project,b2
projection,b2
prom,b2
prominence,b2
prominent,b1
promise,a2
promote,b1
promotion,b1
prompt,b2
promptly,b2
pronoun,b1
pronounce,a2
pronunciation,a2
proof,b1
proper,a2
properly,b1
property,b1
proponent,b2
proportion,b1
proposal,b1
propose,b1
proposed,b2
prose,b2
prosecute,b2
prospect,b2
prosper,b2
prosperity,b1
prosperous,b1
protect,b1
protection,b1
protective,b1
protest,b1
proud,b1
proudly,b2
prove,b1
proven,b2
proverb,b1
provide,a2
provided,b1
province,b2
provision,b2
proximity,b2
psychological,b1
psychologically,b2
psychologist,a2
psychology,b2
pub,b1
public,a2
publication,b2
publicise,b2
publicity,b2
publicize,b2
publicly,b1
publish,a2
publisher,b1
pudding,b2
pull,a2
pullover,b1
pulse,b2
pump,b1
pumpkin,b2
punch,b2
punctual,b2
punctuality,b2
punctuation,a2
punish,b1
punishment,b1
pupil,b1
puppy,b1
purchase,b2
pure,b1
purify,b1
purple,a1
purpose,a2
purposeful,b2
purse,b1
pursue,a2
pursuit,b2
push,a1
put,a1
puzzle,b1
puzzled,b2
pyjamas,b2
quake,b1
qualification,b2
qualified,b1
qualify,b1
quality,a2
quantify,b2
quantity,b1
quarantine,b2
quarrel,b2
quarrelsome,b2
quarter,a1
queen,a2
queer,b2
query,b2
question,a1
questionnaire,b1
queue,b1
quick,a2
quickly,a1
quiet,a1
quietly,a2
quit,a2
quite,a2
quiz,a2
quotable,b2
quotation,b2
quote,b2
rabbit,a1
race,b1
racial,b1
racism,b2
racist,b2
rack,b2
racket,a2
radar,b2
radiate,b2
radiation,b1
radical,b2
radically,b2
radio,a1
radium,b2
rafter,b2
rag,b2
rage,b1
rail,b1
railroad,b1
railway,b1
rain,a1
rainbow,b2
raincoat,a2
rainfall,b1
rainforest,b1
rainstorm,b2
rainy,a1
raise,a2
rally,b2
ram,b2
ramp,b2
range,a2
ranger,b2
rank,b1
rap,a2
rape,b2
rapid,b1
rapidly,b1
rare,b1
rarely,b1
rash,b2
raspberry,b1
rat,a1
rate,a2
rather,a2
rating,a2
ration,b1
rational,b1
rattle,b2
ravage,b2
raw,a2
ray,a2
razor,b1
reach,a2
react,b1
reaction,b2
read,a1
reader,a1
readily,b2
reading,a1
ready,a1
real,a1
realisation,b2
realise,a2
realistic,b1
reality,b1
realization,b2
realize,a2
really,a1
rear,b2
rearrange,b1
reason,a1
reasonable,b1
reasonably,b2
rebel,b2
rebellious,b2
rebuild,b1
recall,b1
receipt,a2
receive,a2
recent,a2
recently,a2
reception,b1
receptionist,a2
recession,b2
recipe,b2
recite,b1
reckon,b2
reclaim,b1
recognise,b1
recognition,b2
recognize,b1
recollect,b2
recollection,b2
recommend,b1
recommendable,b2
recommendation,b2
reconsider,b2
record,a2
recording,b1
recover,b1
recovery,b1
recreation,b2
recruit,b2
rectangular,b2
recycle,a2
recycled,b1
recycling,b1
red,a1
redo,b2
reduce,b1
reduction,b1
redundant,b2
reed,b2
reef,b1
refer,a2
referee,b1
reference,b2
referent,b2
refinery,b2
reflect,a2
reflection,b1
reflective,b2
reform,b2
refrain,b2
refresh,b2
refreshments,b1
refrigerator,a2
refuge,b2
refugee,b2
refund,b1
refusal,b1
refuse,b1
refute,b2
regain,b1
regard,b1
regarding,b1
regardless,b2
reggae,b2
regime,b2
region,b1
regional,b1
register,b1
registration,b1
regret,a2
regrettably,b2
regular,a2
regularly,a2
regulate,b2
regulation,b1
rehearsal,b2
reinforce,b2
reinforcement,b2
reject,b1
rejection,b2
rejoin,b2
relate,b1
related,b2
relation,b1
relationship,b1
relative,b1
relatively,b1
relativity,b2
relax,a2
relaxation,b2
relaxed,a2
relaxing,b1
relay,b2
release,a2
relevant,b2
reliable,b1
relic,b2
relief,b2
relieve,b2
relieved,b2
religion,b1
religious,b1
reluctant,b2
rely,b1
remain,a2
remainder,b1
remaining,b2
remains,b2
remark,b1
remarkable,b1
remarkably,b2
remedy,b1
remember,a1
remembrance,b1
remind,a2
reminder,b2
remote,a2
remove,b1
renew,b1
rent,a2
rental,b2
reorganise,b2
reorganize,b2
repaint,b2
repair,a2
repay,b1
repeat,a1
repeatedly,b1
repertoire,b2
repetition,b2
replace,a2
replacement,b2
replica,b2
reply,a2
report,a2
reporter,a1
represent,a2
representative,b1
repress,b2
repression,b2
reprint,b2
reproduce,b1
reprove,b2
republic,b1
reputation,b1
request,a2
require,b1
requirement,b1
rescue,b1
research,a2
researcher,b1
resemble,b1
reservation,b1
reserve,b1
residence,b2
resident,b1
residential,b1
resign,b2
resignation,b2
resist,b1
resistance,b2
resolution,b2
resolve,b1
resonant,b2
resort,b1
resource,b1
respect,b1
respectable,b1
respectably,b2
respected,b2
respiration,b2
respiratory,b2
respond,b1
response,a2
responsibility,b1
responsible,b1
rest,b1
restaurant,a1
restore,b1
restrict,b1
restriction,b2
result,a1
resume,b2
retail,b1
retailer,b2
retain,b1
retard,b2
retell,b1
retina,b2
retire,a2
retired,a2
retirement,b2
retreat,b2
retrieve,b2
retrospect,b1
return,a2
reunification,b1
reunify,b1
reunion,a2
reveal,a2
revelation,b2
revenge,b2
revenue,b2
reverence,b2
reverse,b2
review,a1
revise,b1
revision,b1
revival,b2
revive,b2
revolution,b2
revolutionary,b2
revolutionise,b2
revolutionize,b2
revolve,b2
reward,b1
rewrite,b1
rhinoceros,b2
rhyme,b2
rhythm,a2
rhythmic,b2
rib,b2
ribbon,a1
rice,a1
rich,a1
rid,b1
riddle,b1
ride,a1
rider,b2
ridge,b2
ridiculous,b1
right,a1
right-hand,a2
righteousness,b2
rightly,b2
rim,b2
ring,a1
rip,b2
ripe,b1
rise,b1
risk,b1
risky,b2
rite,b2
ritual,b2
rival,b2
river,a1
road,a2
roadside,b1
roam,b2
roar,b2
roast,a2
rob,a2
robbery,a2
robin,a2
robot,b1
rock,a2
rocket,b2
rocky,b2
role,a1
roll,a2
rolling,b1
romance,a2
romantic,a2
roof,a2
room,a1
roommate,b2
root,a2
rope,a2
rose,a1
rosy,b2
rotten,b1
rough,b1
roughly,a2
round,a2
roundabout,a2
route,b2
routine,b1
row,a1
royal,a2
royalty,b2
rub,b2
rubber,b1
rubbish,b1
rubble,b2
rude,a1
rudely,b1
rug,b2
rugby,a2
ruin,a2
ruinous,b2
rule,a1
ruler,a1
rumor,a2
rumour,a2
run,a1
runaway,b1
runner,a2
running,a2
runway,b1
rural,b2
rush,a2
rusty,b2
sack,b2
sacred,b1
sad,a1
sadly,a2
sadness,b1
safari,b1
safe,a2
safeguard,b1
safely,b1
safety,b1
sag,b2
sage,b2
sail,b2
sailing,a2
sailor,a1
sake,a2
salad,a1
salary,b2
sale,a1
salesman,b1
salesmanship,b2
salesperson,b2
saleswoman,b2
salmon,b1
salon,b2
salsa,b2
salt,a2
salty,b2
same,a1
sample,a2
sand,b1
sandal,b1
sandstone,b2
sandwich,a1
sandy,a2
sanitary,b2
sanitation,b2
satellite,b1
satisfaction,b1
satisfactory,b2
satisfied,b1
satisfy,a2
saturday,a1
sauce,a2
saucepan,b1
saucer,b1
sausage,a2
save,a1
saving,b2
savings,b2
saw,a1
say,a1
scale,a2
scan,b1
scandal,b2
scar,b2
scarcely,b2
scare,b1
scared,b1
scarf,a2
scarlet,b2
scary,b1
scatter,b1
scene,a2
scenery,a2
scenic,b1
scent,b2
schedule,a2
scheduled,b2
scheme,b2
scholar,b1
scholarship,b1
scholasticism,b2
school,a1
schoolchild,a2
schoolgirl,b2
schoolmate,b1
schoolteacher,b1
schoolwork,a2
science,a1
scientific,a2
scientifically,b2
scientist,a1
scissors,a2
scold,b1
scooter,b2
scope,b1
score,b1
scramble,b2
scratch,b1
scream,a2
screen,a2
screw,a2
scribble,b2
script,a2
scrooge,b2
scuba,b2
sculpture,b1
scythe,b2
sea,a1
seafood,a2
seal,b2
search,a2
seaside,a2
season,b1
seasonal,b2
seat,a1
seawater,b1
seaweed,b1
second,a1
second-hand,b1
secondary,b2
secondly,b2
secret,a2
secretary,a2
secretly,b1
section,a1
sector,b2
secure,b1
security,b1
see,a1
seed,a2
seek,a2
seem,a2
seesaw,b2
segment,b2
seize,b1
seldom,b2
select,b1
selection,b1
self,a1
self-confidence,b2
self-confident,b2
self-service,b1
selfish,b1
selfless,b2
sell,a1
seller,b2
semester,a2
semi-final,b2
semicolon,b2
seminar,b2
senator,b2
send,a2
senior,a2
sensation,b1
sense,a2
sensible,b2
sensitive,b2
sentence,a1
separate,a2
separately,b2
separation,b1
september,a1
sequence,b1
serene,b2
serial,b2
series,b1
serious,b1
seriously,a2
servant,b2
serve,a2
server,b1
service,b1
session,b1
set,a1
setback,b2
setting,b1
settle,b1
settlement,b1
settler,b1
seven,a1
seventeen,a1
seventy,a1
several,a2
severe,b1
severely,b1
sew,a2
sex,b1
sexism,b2
sexual,b2
sexy,b2
shabby,b2
shade,a2
shadow,a2
shadowy,b1
shake,a1
shaken,b2
shakespearean,b2
shaky,b2
shall,a2
shallow,b1
shame,b1
shameful,b1
shampoo,a2
shape,a2
share,a1
sharp,b1
sharply,b2
shatter,b2
shave,b1
she,a1
shed,b2
sheep,a1
sheer,b1
sheet,b1
shelf,a1
shell,a2
shelter,b1
sheriff,b1
shield,b2
shift,b1
shine,a2
shiny,b1
ship,a1
shipping,b2
shipwreck,b2
shirt,a1
shiver,b1
shock,a2
shocked,b1
shocking,b1
shoe,a1
shoot,a2
shooting,b2
shop,a1
shopkeeper,b2
shoplift,b2
shoplifter,b2
shoplifting,b2
shopper,b1
shopping,a1
shore,a2
short,a1
short-term,b2
shortage,b1
shortly,b1
shortness,b2
shorts,a2
shot,a2
should,a1
shoulder,a1
shout,a2
show,a1
showbiz,b2
showcase,b2
shower,a1
shrimp,b1
shrink,b2
shrug,b2
shut,a2
shy,a1
sick,a1
sickness,b1
side,a1
sidewalk,b1
sigh,b1
sight,a1
sightseeing,a2
sign,a1
signal,b1
signature,b1
significance,b1
significant,a2
significantly,b2
signify,b2
signpost,b1
silence,a2
silent,b1
silently,a2
silk,b1
silly,a2
silver,a2
silverware,b2
similar,a2
similarity,b1
similarly,b1
simple,a2
simplification,b2
simplify,b1
simply,a2
simultaneous,b2
simultaneously,b1
since,a2
sincere,b2
sincerity,b2
sing,a1
singer,a1
singing,a2
single,a2
singular,a2
sink,a2
sir,a1
sister,a1
sister-in-law,b2
sit,a1
site,a1
situation,a2
six,a1
sixteen,a1
sixty,a1
size,a1
skate,a2
skateboard,b2
skateboarder,b2
skateboarding,a2
skating,a2
skeleton,b1
sketch,b2
ski,a2
skiing,a2
skilful,b2
skilfully,b2
skill,a1
skilled,b2
skillful,b2
skillfully,b2
skim,b2
skin,b1
skip,b2
skirt,a1
sky,a1
skylark,b2
skyscraper,b1
skyward,b2
skywards,b2
slam,b2
slang,b2
slap,b2
slash,b2
slaughter,b2
slave,a2
slavery,b1
sleep,a1
sleepless,a2
sleepy,a2
sleeve,b1
slice,a2
slide,a2
slight,b1
slightly,b1
slim,a2
slip,b1
sliver,b2
slogan,b1
slope,b1
sloppy,b2
slot,b1
slow,a1
slowly,a2
small,a1
smart,a1
smash,b2
smell,a1
smile,a1
smith,a1
smoke,a1
smoker,b1
smokestack,b2
smoking,a1
smooth,a2
smoothly,a2
snack,a2
snake,a1
snap,b2
sneak,b2
sneer,b2
sneeze,b1
sniff,b2
snore,b2
snow,a1
snowball,b2
snowboard,b1
snowboarding,a2
snowstorm,b1
snowy,a1
so,a1
so-called,b2
soak,b2
soaked,b2
soaking,b2
soap,a2
soar,b2
sob,b2
soccer,a1
sociable,b2
social,a1
socialise,b2
socialize,b2
socially,b1
society,a2
sock,a2
soda,a2
sofa,a1
soft,a2
softly,a2
softness,b2
software,a2
soil,b1
solar,b2
soldier,a2
solid,b1
solidity,b2
soliloquy,b2
solo,b2
solution,a2
solve,a1
solvent,b2
some,a1
somebody,a2
someday,a2
somehow,b1
someone,a1
someplace,b1
something,a1
sometime,b1
sometimes,b1
somewhat,b2
somewhere,a2
son,a1
son-in-law,b2
song,a1
sonnet,b2
soon,a1
soothe,b1
sophisticated,b2
sophomore,b1
sore,b1
sorrow,b1
sorry,a1
sort,b1
soul,b1
sound,a2
soundtrack,b2
soup,a1
sour,b1
source,a2
south,a2
southeast,b1
southern,b1
southward,b2
southwards,b2
southwest,b1
souvenir,b1
soviet,b2
soybean,b2
spa,b2
space,a2
spaceship,a2
spaghetti,a2
span,b2
spare,b2
sparerib,b2
spark,b2
sparkle,b1
sparkling,b2
sparrow,b2
speak,a1
speaker,a2
special,a1
specialise,b1
specialist,b1
specialize,b1
specially,b1
specialty,b2
species,b2
specific,a2
specifically,b2
specify,b2
spectacle,b2
spectacular,b1
spectator,b1
speech,a1
speed,a2
speeder,b2
spell,a1
spellbound,b2
spelling,b1
spend,a1
sphere,b1
spice,b1
spicy,b1
spider,b1
spill,a2
spin,b2
spinach,b1
spiral,b1
spirit,b1
spiritual,b1
spite,b2
splash,a2
splatter,b2
split,a2
spoil,b1
spokesman,b2
spokeswoman,b2
sponge,b1
sponsor,b1
spoon,a2
sport,a1
sports,b1
sportsmanship,b1
spot,a1
spray,b2
spread,a2
spreadsheet,b2
spring,a1
sprint,b2
spur,b2
spy,a1
squad,b2
square,a2
squash,b2
squeeze,b2
stab,b2
stability,b2
stable,b1
stack,b2
stadium,a2
staff,a2
stage,a1
stagger,b2
stain,b2
stair,a2
stake,b2
stall,b1
stammer,b2
stamp,a2
stand,a1
standard,b1
standby,b2
standstill,b2
stanza,b2
star,a1
stare,b1
start,a1
startle,b2
starvation,b2
starve,b2
starving,b2
state,a2
statement,a2
statesman,b2
statewide,b2
station,a1
statistics,b2
statue,a2
status,b1
stay,a1
steadily,b1
steady,b1
steak,a2
steal,a2
steam,b1
steel,b1
steely,b2
steep,b1
steer,b2
stem,b1
step,a1
stepfather,b2
stepmother,b2
stereotype,b2
stern,b2
stew,b2
stick,b1
sticker,b1
sticky,b1
stiff,b2
still,a1
stimulant,b2
stimulate,b2
stimulation,b2
stingy,b2
stink,b2
stir,b1
stitch,b2
stock,b2
stockpile,b2
stomach,a2
stomachache,a2
stone,a1
stonework,b2
stool,b2
stop,a1
stopover,b2
stopwatch,b2
storage,b1
store,a1
storey,a1
storm,a2
stormy,b1
story,a1
storyteller,b1
stove,a2
straight,a1
straighten,b2
straightforward,b2
strain,b1
strait,b2
strand,b2
strange,a1
strangely,b1
stranger,a2
strangle,b2
strategic,b1
strategy,a2
straw,b1
strawberry,b1
stream,b1
street,a1
strength,a2
strengthen,b1
stress,b1
stressed,b1
stressful,b1
stretch,b1
stricken,b1
strict,a1
strictly,b2
stride,b2
strike,a2
striking,b2
string,a2
strip,b1
stripe,b1
strive,b2
stroke,b2
strong,a1
strongly,a2
structure,a2
struggle,b1
stubborn,b1
stubbornly,b2
stuck,b1
student,a1
studio,b1
study,a1
stuff,a2
stuffed,b1
stumble,b1
stun,b1
stunning,b1
stupid,b1
style,a2
stylish,b1
stylist,b2
subconscious,b1
subcontinent,b2
subculture,b2
subdivision,b2
subject,a1
subjunctive,b2
submarine,b1
submit,b2
subplot,b2
subside,b2
substance,b2
substantial,b1
substitute,b1
subtitle,b2
subtle,b2
subtract,b2
suburb,b2
subway,a1
succeed,a2
success,a2
successful,a1
successfully,a2
successive,b2
such,a2
suck,b2
sudden,a2
suddenly,b1
sue,b2
suffer,b1
suffering,b2
sufficient,b1
sufficiently,b2
suffix,b1
sugar,a1
suggest,a2
suggestion,a1
suicide,b1
suit,a2
suitable,a2
suitably,b2
suitcase,a2
sulfur,b2
sulphur,b2
sum,a1
summarise,b1
summarize,b1
summary,a2
summer,a1
summit,b1
sun,a1
sunbathe,b1
sunbeam,b2
sunday,a1
sundial,b1
sunflower,a2
sunglasses,a2
sunlight,a2
sunny,a1
sunrise,b1
sunset,b1
sunshine,a1
super,a1
superb,b2
superintendent,b2
superior,b1
superlative,a2
supermarket,a1
supernatural,b2
superstar,a2
superstition,b1
supervise,b2
supervision,b2
supervisor,b2
supper,a2
supplement,b2
supplier,b2
supply,b1
support,a2
supporter,b1
supportive,b1
suppose,b1
supposedly,b1
suppress,b2
sure,a1
surely,b1
surf,a1
surface,b1
surfing,a2
surge,b2
surgeon,b1
surgery,b1
surname,a2
surprise,a1
surprised,a2
surprising,a2
surprisingly,b1
surrender,b2
surround,b1
surrounding,b1
surroundings,b2
surveillance,b2
survey,a1
survival,b1
survive,a2
survivor,b1
suspect,b1
suspend,b2
suspicion,b1
suspicious,b2
suspiciously,b2
sustain,b2
swallow,a2
swan,b2
swarm,b1
swear,b1
sweat,a2
sweater,a2
sweatshirt,b1
sweep,b2
sweet,a1
sweetheart,a2
swell,b1
swift,b2
swim,a1
swimmer,b1
swimming,a1
swimsuit,a2
swing,b2
switch,b1
swollen,b1
sword,b1
syllable,b2
symbol,a2
symbolic,b2
sympathetic,b2
sympathise,b2
sympathize,b2
sympathy,b1
symphony,a2
symptom,b1
syndrome,b1
synonym,b2
system,a2
systematic,b1
t-shirt,a1
table,a1
tablecloth,b2
tablespoon,a2
tablet,b1
tabloid,b2
tack,b2
tackle,b2
tactile,b2
tag,b2
tail,b2
take,a1
take-off,b1
takeaway,b1
takeoff,b1
tale,b1
talent,a2
talented,b1
talk,a1
talkative,b1
tall,a1
tame,b2
tan,b2
tank,b1
tanned,b2
tap,a2
tape,a2
target,a2
task,a2
taste,b1
tasteless,b1
tasty,b1
tatter,b2
tattoo,b2
taunt,b2
tax,b1
taxi,a1
tea,a1
teach,a1
teacher,a1
teaching,b1
team,a1
teammate,b1
teamwork,b1
tear,a2
tease,b1
teaspoon,b2
technical,b2
technically,b2
technique,b1
technological,b1
technology,a1
tee-shirt,a1
teen,b1
teenage,a2
teenager,a2
telecommunications,b1
telegram,b1
telephone,a1
telescope,b2
television,a1
tell,a1
teller,b1
temper,b1
temperate,b2
temperature,a2
temple,a1
temporarily,b2
temporary,b1
tempt,b1
temptation,b2
ten,a1
tend,b1
tendency,b1
tender,b2
tenderly,b2
tenderness,b2
tennis,a1
tense,b1
tension,b1
tent,b1
term,b1
terminal,b1
terrace,b2
terrible,a1
terribly,b1
terrific,b1
terrified,b1
terrify,a2
terrifying,b2
territory,b2
terror,b1
terrorism,b1
terrorist,a2
test,a1
testify,b2
testimony,b2
text,a2
textbook,a2
than,a1
thank,a1
thankful,b1
thanks,a1
that,a1
the,a1
theater,a1
theatre,a1
theft,b1
their,a1
theirs,a2
them,a1
theme,b2
themselves,a2
then,a1
theorist,b2
theory,b1
therapist,b2
therapy,b2
there,a1
thereafter,b2
therefore,a2
thermometer,b2
these,a1
thesis,b2
they,a1
thick,a1
thickly,b2
thickness,b2
thief,a2
thigh,b2
thin,a1
thing,a1
think,a1
thinker,b2
third,a2
thirdly,b2
thirst,b1
thirsty,a2
thirteen,a1
thirty,a1
this,a1
thorough,b1
thoroughly,b2
those,a1
though,a2
thought,a2
thoughtful,b2
thoughtless,b2
thousand,a2
thread,b2
threat,b1
threaten,b2
threatening,b1
three,a1
thrill,b2
thrilled,b2
thriller,b1
thrilling,b2
throat,b2
through,a1
throughout,b1
throw,a1
thumb,b1
thump,b1
thunder,b1
thunderous,b1
thunderstorm,a2
thursday,a1
thus,b1
tick,b1
ticket,a1
tickle,b2
tide,b1
tidy,a2
tie,a2
tiger,a1
tight,a1
tighten,b1
tightly,b1
tightrope,b2
tights,a2
tile,b1
till,a2
time,a1
timeless,b2
timeliness,b2
timely,b1
times,b2
timetable,a2
timing,b2
tin,b1
tiny,b1
tip,a2
tiptoe,b2
tire,b1
tired,a1
tiredness,b2
tiresome,b2
tiring,b1
tissue,b1
title,a2
to,a1
toast,a2
tobacco,b1
today,a1
toe,a2
toenail,b2
together,a1
toil,b2
toilet,a1
tolerant,b2
tolerate,b2
toll,b2
tomato,a1
tomb,b2
tomorrow,a1
ton,b2
tone,a2
tongue,b1
